[2026-02-10 15:12:54] URI: /api/events/get-events.php | Referer: http://localhost:8000/public/pages/index.html | Session Name: EVENTRA_USER_SESS | ID: 0r8kivglpvq9qlt13fg14597kb | UserID: None | Role: None
[2026-02-11 11:02:57] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:02:58] URI: /api/notifications/mark-notification-read.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:02:58] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:02:59] URI: /api/notifications/mark-notification-read.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:02:59] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:04] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:04] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:04] URI: /api/events/get-events.php?client_id=1&limit=100 | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:04] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:09] URI: /api/events/delete-event.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:09] URI: /api/events/get-events.php?client_id=1&limit=100 | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:13] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:19] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:19] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:19] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:19] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:19] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:19] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:20] URI: /api/stats/get-client-dashboard-stats.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:22] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:23] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:23] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:23] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:23] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:23] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:23] URI: /api/stats/get-client-dashboard-stats.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:35] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:36] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:36] URI: /api/events/get-events.php?client_id=1&limit=100 | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:36] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:42] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:43] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:43] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:43] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:43] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:43] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:43] URI: /api/stats/get-client-dashboard-stats.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:49] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:49] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:49] URI: /api/events/get-events.php?client_id=1&limit=100 | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:49] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:56] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:56] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:56] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:56] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:56] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:56] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:03:56] URI: /api/stats/get-client-dashboard-stats.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:05] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:05] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:05] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:05] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:05] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:05] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:05] URI: /api/stats/get-client-dashboard-stats.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:19] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/tickets.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:19] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/tickets.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:19] URI: /api/tickets/get-tickets.php?client_id=1 | Referer: http://localhost:8000/client/pages/tickets.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:19] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/tickets.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:25] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:25] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:25] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:25] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:25] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:25] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:25] URI: /api/stats/get-client-dashboard-stats.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:40] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:04:56] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:05:11] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:05:26] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:05:26] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:05:26] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:05:41] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:05:56] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:06:11] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:06:26] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:06:26] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:06:26] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:07:26] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:07:26] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:07:26] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:08:26] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:08:26] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:08:26] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:09:26] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:09:26] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:09:26] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:10:26] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:10:26] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:10:26] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:11:26] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:11:26] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:11:26] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:12:26] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:12:26] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:12:26] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:13:26] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:13:26] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:13:26] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:03] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:06] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:06] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:06] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:06] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:06] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:06] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:06] URI: /api/stats/get-client-dashboard-stats.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:09] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:12] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:12] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:12] URI: /api/events/get-events.php?client_id=1&limit=100 | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:12] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:27] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:42] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:14:57] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:15:12] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
[2026-02-11 11:15:27] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: edssvs6nf52da25qb4d1rrg4fr | UserID: 2 | Role: client
